구분,QA
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"soup.body.text 와 같이 text를 붙여서 추출하는 경우와 그렇지 않은 경우의 차이에 대해 잘 모르겠습니다.안녕하세요. 이휘재 에이블러님

soup.body.text 은 아래와 같이 구분하여 해석 가능합니다.
soup : Beautifulsoup Object 
html : HTML Outer Tag elements
Text :  HTML Inner Tag elements

soup.body.text 에서 text 유무에 따라  HTML Inner Tag elements 상세 요소를 구체화하여 적용 가능합니다.

감사합니다.

"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"def body_length(soup):
    try:
        bodyLen = str(soup.body.text)
        return float(body_len)
    except:
        return 0.0
    




body_len = []

for index, row in df.iterrows():
    soup = BeautifulSoup(row.html_code, 'html.parser')
    body_len.append(body_length(soup))
    
df['body_length'] = body_len

df

body_len 관련 코딩에 오류가 있는지 글자 길이가 0.0으로만 나옵니다.

또 잘못된 열을 제거하고싶은데 어떻게 코드를 입력해야 하는지 여쭤봅니다.안녕하세요. 김은태 에이블러님.

bodyLen = str(soup.body.text) 를
bodyLen = len(soup.body.text) 으로 바꿔주시면 해결될 것으로 보입니다.

잘못된 열을 제거하기 위해서는 del df['column_name']을 이용하시면 되겠습니다.

더 궁금한 점이 있으시면 문의 주세요.
감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"코드
# Feature(특징) 데이터를 추출하는 함수를 작성합니다.
def body_length(soup):
    try:
        body_len = len(soup.body.text)
        return float(body_len)
    except:
        return 0.0

body_len = []

for index, row in df.iterrows():
    soup = BeautifulSoup(row.html_code, 'html.parser')
    body_len.append(body_length(soup))
    
df['body_length'] = body_len

이게 맞을까요?안녕하세요, 심민수님.

코드에 문제는 없어보입니다.
혹시 원하는 결과 값이 나오지 않으신다면
에러 메시지와 함께 전달해주세요.

# Feature(특징) 데이터를 추출는 함수를 작성합니다. (Hint : soup.body.text)

def html_num_characters(soup):
    try:
        #soup > body > text
        bodyLen = len(soup.body.text)
        return float(bodyLen)
    except:
        return 0.0
    
# 데이터 프레임의 html_code 컬럼에서 Feature(특징) 데이터를 추출합니다.

html_body = []

for index, row in df.iterrows():
    soup = BeautifulSoup(row.html_code, 'html.parser')
    html_body.append(html_num_characters(soup))

df['html_body_len'] = html_body

제 코드를 드렸습니다.
감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"공백수 구하는 데에서 0.0으로만 나오는데 왜그런지 모르겠어요.

# Feature(특징) 데이터를 추출하는 함수를 작성합니다.

def whitespace_num(soup):
    try:
        Nullcount = soup.body.text.count(' ')                                         
        return float(Nullcont)
    except:
        return 0.0

# 데이터 프레임의 html_code 컬럼에서 Feature(특징) 데이터를 추출합니다.

num_whitespace = []

for index, row in df.iterrows():
    soup = BeautifulSoup(row.html_code, 'html.parser')
    num_whitespace.append(whitespace_num(soup))
    
df['whitespace_num'] = num_whitespace안녕하세요 정재나 에이블러님.

        return float(Nullcont)
부분에 오타가 있습니다.

        return float(Nullcount)
로 수정 후 다시 시도해 보시기 바랍니다.

감사합니다.
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"문제4와 문제5 문의입니다.

[문제4] BeatuifulSoup 라이브러리를 활용 HTML code에서  태그 길이를 계산하는 함수를 완성하고 결과를 확인하세요.

def body_length(soup):
    try:
        body_len = len(soup.body.text)
        return float(body_len)
    except:
        return 0.0

# 데이터 프레임의 html_code 컬럼에서 Feature(특징) 데이터를 추출합니다.
body_len = []

for index, row in df.iterrows():
    soup = BeautifulSoup(row.html_code, 'html.parser')
    script_len.append(body_length(soup))

df['body_length'] = body_len

강사님 하시는대로 코드를 입력했는데 다음과 같은 오류가 뜨는데 어디가 문제일까요?
ValueError: Length of values (0) does not match length of index (40)

Q5. script 에서 src, href 속성을 가진 태그수

def link_in_script(soup):
    num0fLinks = len(soup.findALL('script', {""src"": True}))
    num0fLinks += len(soup.findAll('script', {""href"": True}))
    return float(num0fLinks)

link_num = []

for index, row in df.iterrows():
    soup = BeautifulSoup(row.html_code, 'html.parser')
    link_num.append(link_in_script(soup))

df['link_in_script'] = link_num

문제5의 경우도 다음과 같은 오류가 뜹니다.
'NoneType' object is not callable

감사합니다.안녕하세요 서재덕 에이블러님.

문제 4번.
사용할 변수로 body_len를 선언하고서, script_len를 사용 후
df에 추가할 땐 다시 body_len를 사용하니 아무것도 붙일 것이 없게 되기 때문에
질문주신 것과 같이 길이가 다르다는 오류가 발생하게 됩니다.

# 데이터 프레임의 html_code 컬럼에서 Feature(특징) 데이터를 추출합니다.
부분 코드의
script_len.append(body_length(soup)) 를
body_len.append(body_length(soup)) 로 바꿔주셔야 합니다.

문제 5번.
함수를 선언하는 부분에서 오타가 있습니다.
두번째 줄의
num0fLinks = len(soup.findALL('script', {""src"": True})) 부분을
num0fLinks = len(soup.findAll('script', {""src"": True})) 로 바꿔주셔야 합니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"미니프로젝트 1.데이터 수집 에서
강사님이 스크립트 글자 수를 찾을 때는 script_len = str(soup.script) 으로 하셨는데, 이후에 src, href를 찾으실 때는 전부 찾으려면 findAll로 하라고 하셨습니다.

스크립트를 찾을 때도 전부 찾아야 하니 findAll을 사용하여 script_len = str(soup.findAll('script'))을 해야 맞는 것 같은데

script_len = str(soup.findAll('script')) 이 아니라
script_len = str(soup.script) 으로 하는 이유를 잘 모르겠습니다.안녕하세요. 정태훈 에이블러님

HTML 문서들의 구문을 분석하기 위한 다양한 방법이 있습니다.
1. Find( ) tag 활용
soup.findAll('script')  : Script에 해당하는 모든 태그를 가져옵니다.
2. Soup 활용
soup.script : soup.script에 해당하는 모든 정보를 가져옵니다.

감사합니다.


"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"def link_in_script(soup):
        num0fLink = len(soup.findAll('script', {""src"": True}))
        num0fLink += len(soup.findAll('script', {""href"": True}))
        return float(num0fLink)

link_num = []

for index, row in df.iterrows():
    soup = BeautifulSoup(row.html_code, 'html.parser')
    link_num.append(link_in_script(soup))
    
    df['link_in_script'] = link_num


강사님과 같은 코드인데 왜 리스트 오류가 생기는지 모르겠네요.
Length of values (1) does not match length of index (40)안녕하세요 조판경 에이블러님

에이블러님께서 사용하신 코드를 확인해보니 들여쓰기 문제로 에러가 발생한것으로 보이내요

    df['link_in_script'] = link_num이 부분을 들여쓰기 없이
df['link_in_script'] = link_num로 변경하시면 에러없는 화면을 보실수 있을껍니다

다른 궁금하신 점이 있으시다면 다시 질문하시면 답변 드리도록 하겠습니다 :)

감사합니다"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"csv저장 말고 주피터 랩 내에서는 볼 수 있는 방법이 없는 건가요...?안녕하세요. 심민수 에이블러님.

pd.set_option('display.max_columns', None) 코드를 이용해 모든 열을 확인하실 수 있습니다.
모든 행을 확인하고 싶으시면 pd.set_option('display.max_rows', None) 코드를 이용하시면 됩니다.
다만 모든 행을 출력할 시 행의 개수가 많을 경우 주피터 노트북이 느려지거나 멈출 수 있으니 유의하셔야 합니다.

답변이 궁금증 해결에 도움이 되었다면 좋겠습니다.
감사합니다.
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"df.drop_duplicates() 를 통해서 중복 데이터를 지우려고 했으나 중복데이터가 잡히지 않는지 아무런 차이가 없습니다. 중복 데이터 확인 방법을 알려주시고 어떻게 해야 중복데이터를 지울 수 있는지 알려주세요.안녕하세요 김은테 에이블러님:)

duplicate는 모든 열이 동일해야만 지울 수 있습니다.
옵션을 설정하여서 열을 선택후에 중복값을 지워보세요:)"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"안녕하세요 ai모델링 들어가기전에 전처리하다가 질문이 생겨서 질문 남깁니다!

1. 전처리 중복 데이터 제거
data.drop_duplicates()
data.T.drop_duplicates().T
이런식으로 중복행과 열을 제거 했는데 생각보다 제거가 거의 안되어서 
이것 말고 중복데이터를 제거 하는 방법이 있나요?

2. html_num_tags('applet')
이렇게 괄호안에 작은 따옴표가 있는경우 열 삭제시 문자열로 인식이 안되는데 
col_x = ['html_num_tags('applet')']
data.drop(col_x, axis=1, inplace=True)
이렇게 넣어서 삭제하고 싶을경우에는 어떻게 해야하나요?

감사합니다!안녕하세요 김지수 에이블러님:)

drop duplicate 같은 경우 기본 설정시 모든행이 전부 일치해야만 지워집니다. 옵션 값을 선택해서 지워보세요.
작은 따옴표 같은 경우는 일반 문자열로 받아들여지지 않습니다. 특수문자열을 처리하는 방법을 이용해보세요
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"태그 개수와 관련된 변수들 형식이 다 

html_num_tags('iframe') 
html_num_tags('body')

처럼 튜플 안에 ' '이 들어가 있어서 분석을 위해 data['html_num_tags('iframe')']과 같은 식으로 활용하면 계속해서 오류가 발생합니다.
변수의 원형을 유지하는 것이 맞는지만 확인하기 위해 질문 남깁니다.

항상 감사합니다.안녕하세요 이수진 에이블러님

문자열 같은 경우 ' ' 와 "" "" 두가지를 사용하여 표현할 수 있습니다

변수의 원형 변경은 가능한 새로운 변수로 선언하는게 좋지만 가변수화나 피처 엔지니어링 같이 필요하다면 사용할 수 있습니다

다른 궁금하신 점이 있으시다면 다시 질문하시면 답변 드리도록 하겠습니다 :)

감사합니다"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"target = 'Result_v1'

# url_len : URL 길이
var = ""url_len""

plt.figure(figsize = (15,5))
plt.subplot(1,3,1)
sns.kdeplot(x = var, data = df, hue = target, common_norm = False)

plt.subplot(1,3,2)
sns.kdeplot(x = var, data = df, hue = target, multiple = 'fill')
plt.axhline(df[target].mean(), color = 'r')

plt.subplot(1,3,3)
sns.histplot(x = var, data = df, bins = 20, hue = target, multiple = 'fill')
plt.axhline(df[target].mean(), color = 'r')
plt.show()안녕하세요. 김수현 에이블러님

보내주신 코드 상에는 문제가 없으며, 다변량 분석을 위한 결측치 확인 또는 target = 'Result_v1' 텍스트 데이터를 수치형 데이터로 변경하였는지 확인해보시기 바랍니다.

오류 발생시 오류 코드 첨부하여 1:1로 문의해주시기 바랍니다.
감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"tensorflow 설치를 위해 아나콘다 프롬프트에 tf를 설치하는데

The following packages will be UPDATED:

  conda                               4.10.1-py38haa95532_1 --&gt; 4.12.0-py38haa95532_0


Proceed ([y]/n)?

이처럼 아나콘다를 업데이트하라고 하는데 업데이트 해도 되나요?안녕하세요, 최선우 에이블러님.

네, 해당 내용은 아나콘다 프레임워크 전체 패키지를 최신 버전으로 업데이트할 때 진행 여부를 묻는 부분입니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"tensorflow 설치를 위해 아나콘다 프롬프트에 tf를 설치하는데

The following packages will be UPDATED:

  conda                               4.10.1-py38haa95532_1 --&gt; 4.12.0-py38haa95532_0


Proceed ([y]/n)?

이처럼 아나콘다를 업데이트하라고 하는데 업데이트 해도 되나요?

라고 질문드렸는데 

답변
네, 해당 내용은 아나콘다 프레임워크 전체 패키지를 최신 버전으로 업데이트할 때 진행 여부를 묻는 부분입니다.

로 답변주셨으면 업데이트를 진행해도 된다는 답변일까요...?
답변을 제가 제대로 이해하지 못한 것 같아 다시 질문드립니다..! ㅠㅠ네. 진행하셔도 괜찮습니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"3. AI모델링에서 모델을 만들고 내일 캐글에 참여할 때
딥러닝 알고리즘을 이용한 모델을 만들어도 상관이 없을까요?안녕하세요 임상언 에이블러님.

딥러닝 알고리즘을 이용한 모델 제작이 가능하시다면 추가로 해주셔도 문제는 없습니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"2. 데이터 전처리 파일에서

[문제2] replace() 함수를 활용 'benign'은 1로 'malicious'은 -1로 변경해주세요. 삭제 후 df['Result_v1'] 전후 데이터를 비교해 보세요.
이라는 문제가 있는데

여기서 1, -1로 변경할 경우 3. AI 모델링 파일에서 모델링의 오차가 폭발적으로 증가합니다.
오히려 0,1로 바꿔서 실행했더니 정확도 재현율 모두 87% 이상이 나왔습니다.모델 예측값은 마음대로 처리하셔도 좋지만 내일 Competition 에서는 규칙상 -1, 1로 바꿔서 제출해주셔야 합니다.

직접 만드신 모델로 얻은 좋은 결과값을 나중에 후처리 해주시면 될것 같습니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"안녕하세요 수고많으십니다!

내일 캐글에서 파일 제출할 시에 모델의 성능만 평가가 되는건지
아니면 단변량, 이변량 분석이나 가설검증과 같은 모델링 외에 다른 부분들도 채점대상에 포함되는지 궁금합니다!!

그리고 내일 프로젝트 진행시에는 다른 데이터를 사용한다고 들은 것 같은데 맞는지도 궁금합니다.

감사합니다!!안녕하세요 김정융 에이블러님

내일 프로젝트 진행시 Train Dataset은 동일하지만 검증용 Test Dataset은 다름을 염두에 두시기 바랍니다.

채점 대상은 모델의 성능만 평가됩니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"데이터 전처리 파일에서 써있는 문제 중 타겟의 값을 1, -1로 변환하라고 되어있는데 
이후에 모델링을 돌릴 때 1, -1을 그대로 가져가야만 하나요?
아니면 제가 임의로 0,1 과 같은 값으로 바꿔도 되나요?모델 예측값은 마음대로 처리하셔도 좋지만 내일 Competition 에서는 규칙상 -1, 1로 바꿔서 제출해주셔야 합니다.

직접 만드신 모델로 얻은 좋은 결과값을 나중에 후처리 해주시면 될것 같습니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"# Feature(특징)별 가중치 확인이 무슨 말인지 이해를 못했습니다
변수 중요도 그런건가요..?안녕하세요. 이사랑 에이블러님

머신러닝 수업시 배운 변수 중요도 속성값을 활용 변수 중요도 시각화를 통해 분류 문제에 중요한 역할을 한 변수를 시각화해서 확인하는 과제입니다.

감사합니다.

"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"Kaggle 대회는 조별이 아닌 개인 단위에서 실시되는 건가요?

그러면 이번 미니프로젝트 3차는 4일차부터 조별모임이 시작되는 거죠?네 맞습니다.

내일 캐글 대회는 개인단위로 진행됩니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"replace() 함수를 활용 'benign'은 1로 'malicious'은 -1로 변경해주세요. 삭제 후 df['Result_v1'] 전후 데이터를 비교해 보세요.안녕하세요. 추아영 에이블러님

악성사이트 탐지 프로젝트에 대한 목표값(Target)은 아래와 같습니다.
* Result_v1 : 악성사이트 여부 컬럼 ( 'malicious'는 악성사이트, 'benign'은 정상사이트 )

replace() 함수를 활용하여 기계가 데이터를 인식할 수 있도록 텍스트 데이터를 수치형 데이터로 변경하는 작업입니다.

감사합니다.  

"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"제가 Kaggle에 익숙하지 않아서 그런데

Kaggle 평가 기준에서 코드가 얼마나 정돈되었는지도 보나요?

만약 결과만 중요시 한다면 시간도 제한된 마당에 가독성이나 중복된 코드 제거하는데 시간을 할애하면 비효율적일 것 같아서요코드 작성 수준에 대한 평가는 없습니다.
강사님이 말씀하신 대로 
제출하시는 예측 결과값 기준으로만 평가됩니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"ㅠㅠ안녕하세요 추아영 에이블러님.

금일 진행된 실습파일의 모범답안을 말씀하시는 것인가요?

모범답안은 기업 정보에 해당하는 사항으로 공개가 불가능한 점 양해부탁드립니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"구글링 해본 결과 프롬프트가 아닌 파이썬에서 텐서플로우를 바로 설치하는 구문이

pip3 install --upgrade pip
pip3 install tensorflow

이 둘을 이용하는 방법인데, 저는 업그레이드부터 invalid syntax오류가 발생하여 다른 방법이 있는지, 프롬프트를 이용하여 설치해야 하는지 질문합니다.

항상 감사합니다!안녕하세요 이수진 에이블러님.

우선
pip3 install --upgrade pip
pip3 install tensorflow
이 두 명령어는 파이썬이 아닌 명령 프롬프트에서 실행해야 합니다.

윈도우 검색창에 '명령 프롬프트' 또는 'cmd'를 검색하고 실행하여
두 명령어를 입력, 실행하면 됩니다.

그랬는데도 같은 오류가 발생한다면
환경 변수에 프로그램을 등록해야 하는데
순서를 잘 정리해 놓은 글을 공유해드리겠습니다.
https://monand0603.tistory.com/29
https://monand0603.tistory.com/30
이 두 링크를 참고하여 환경변수에 프로그램을 등록하시면 됩니다.

후에 다시 명령 프롬프트에 텐서플로우를 설치하시면 됩니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"정확히는 전처리 파트에 중복 확인을 하지 못해

이후 진행을 하지 못하고 있습니다.

리뷰가 있다고 했는데 어제도 오늘도 리뷰를 전혀 하지 않았습니다.

수업을 따라가지 못하고 있는데

빠르게 코드라도 알려주셔서 수업을 따라갈 수 있게 해주세요. 부탁드립니다.어제 오늘 과정은 competition으로 진행되기에, 별도 코드 리뷰는 없습니다.
시간표상의 리뷰는 교육 내용에 대한 리뷰 시간이었습니다.

아직 해결하지 못한 부분은 기존 교재나 구글링을 통해 찾아보시면, 충분히 하실 수 있습니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"케글에 있는 train데이터는 어제 실습한 데이터와 동일한 데이터인가요??안녕하세요. 이정인 에이블러님

강사님께서 안내하신 것처럼 케글에 있는 Train 데이터(Train_dataset)는 1일차 실습때 사용한 파일과 동일합니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"문제 3,4번 같은 경우 앞에 데이터 단변량 분석에서 했던걸 복사해서 가져와서 적는건가요?안녕하세요. 최창인 에이블러님

악성사이트 탐지 데이터 수집/전처리/모델 생성에 대한 프로세스를 이해하시고,  코드를 실행해보시기 바랍니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"있나요? 답변불가한 질의라면 넘겨주세요.안녕하세요. 최예찬 에이블러님

강사님께서 안내 주신 것처럼 train_dataset으로 모델을 만드시고. test_dataset_v01 값을 넣어서 예측하시는 형태로 코드를 작성하시면 됩니다.

이번 3차 프로젝트를 통해 다양한 코드 작성 실전 경험을 시도해보시길 권장드립니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"죄송합니다 급하게 자리를 비웠는데 설명이 끝나있어서 문의로 남깁니다.
1. 어제 다운받아 실습한 train_dataset.csv 파일로 진행하는걸까요? 
2. 다운받아야 하는 파일이 또 있을까요? 캐글 들어가보니까 파일이 3개 있는데 Unable to perform operation since you're not a participant of this limited competition.
This is a limited-participation competition. Only invited users may participate. 라는 문구와 함께 다운로드가 안됩니다.
2. train으로 만든 모델에다가 test를 하는 방법을 모르겠습니다..1. 네,  train_dataset.csv로 분석 및 모델을 만드시면 됩니다.
2. 링크 통해서 들어간 페이지 오른쪽 상단에 join competitoin 이라는 버튼이 보이실 겁니다.  
   그걸 클릭 후 참여하셔야 합니다.
    그리고, team 탭에서 팀 이름을 [에이블id_성명]으로 수정해 주세요
   제출은 오른쪽 상단 submit predictions를 클릭해서 들어가면 됩니다.
3. 모델 생성 후 test에 대한 predict를 하시는 것과 동일합니다.
    test 데이터가 test_dataset  파일이 됩니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"오늘 아침에 병원 검진 사유로 인해 이제서야 수업에 들어오게 되었습니다.
혹시 아침에 어떤 안내사항이 있었는지, 오늘 어떤 과제를 해야하는지 알 수 있을까요..?1. 우선 캐글 가입을 하셔야 합니다. (www.kaggle.com)
2. 오늘 진행하는 competition에 참여하세요
  https://www.kaggle.com/t/24af79c60d7e47749318319afe71fdcc
 해당 링크를 들어가서 join competition을 누르시면 됩니다.
3. 팀 탭에 들어가면서 이름을 변경해 주세요
   [에이블id_성명]으로 수정하면 됩니다.
4. 어제 진행한  분석 및 AI 모델링을 마무리 해주세요
5. 캐글 data 중 test_dataset을 다운로드 받아,  위에 작성한 모델로 예측값을 뽑아냅니다.
6. 캐글의 sample_submission.csv 파일과 같은 형태로, 
    id/expected 만 있는 2440 행이 있는 예측 결과를 csv 파일로 저장합니다.
    이때 header 값이 id/expected로 꼭 저장하셔야 합니다.
7. submit prediction에 위에 작성된 csv 파일을 올려서 결과를 확인하시면 됩니다.
8. 금일 16시까지 캐글에 예측값 제출과 어제 오늘 진행된 분석 및 모델링에 대한 PPT 자료를 작성합니다.
9. ppt 자료는 개인 과제에 16시까지 제출해주세요
10. 16시부터 발표를 진행하겠습니다.

추가 궁금 사항 있으시면 재 문의해 주세요
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"train 과 test 모두 결측치 채우기 진행하면 되는 건가요?  test 결측치는 채우면 안되는 건가요?안녕하세요. 소수현 에이블러님

강사님께서 안내드린 것 처럼 Test_dataset의 row(행) 전체에 대한 예측 결과를 넣으셔야 하는 것이며, 컬럼 삭제,  결측치 채우기 등 하시는 것은 상관 없습니다. 행의 갯수만 유지하면 됩니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"제가 이해를 잘못한 것 같은데 캐글에는 csv파일만 제출하고 과제제출에는 ppt랑 ipynb파일 2개 올리라는건가요?캐글은 csv 파일을 올리셔서 score 확인하시면 됩니다.
개인 과제 제출에는 ppt만 작성하여 올리시면 됩니다.

ipynb 파일은 별도 제출하지는 않습니다.
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"저실수로 지금 들어왔는데 어떻게 하는지 안내 받을 수 있을까요...
01037667028로 유선상으로 안내받고싶습니다...심민수 에이블러님 
금일 다음과 진행하시면 됩니다.

1. 우선 캐글 가입을 하셔야 합니다. (www.kaggle.com)
2. 오늘 진행하는 competition에 참여하세요
  https://www.kaggle.com/t/24af79c60d7e47749318319afe71fdcc
 해당 링크를 들어가서 join competition을 누르시면 됩니다.
3. 팀 탭에 들어가면서 이름을 변경해 주세요
   [에이블id_성명]으로 수정하면 됩니다.
4. 어제 진행한  분석 및 AI 모델링을 마무리 해주세요
5. 캐글 data 중 test_dataset을 다운로드 받아,  위에 작성한 모델로 예측값을 뽑아냅니다.
6. 캐글의 sample_submission.csv 파일과 같은 형태로, 
    id/expected 만 있는 2440 행이 있는 예측 결과를 csv 파일로 저장합니다.
    이때 header 값이 id/expected로 꼭 저장하셔야 합니다.
7. submit prediction에 위에 작성된 csv 파일을 올려서 결과를 확인하시면 됩니다.
8. 금일 16시까지 캐글에 예측값 제출과 어제 오늘 진행된 분석 및 모델링에 대한 PPT 자료를 작성합니다.
9. ppt 자료는 개인 과제에 16시까지 제출해주세요
10. 16시부터 발표를 진행하겠습니다.

궁금하신 사항이나 잘 안되는 부분 있으면,  추가 문의 부탁 드립니다 .
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"안녕하세요! 아까전에 캐글로 점수확인하는 법 알려주셨는데 다시 한번 더 알려주실 수 있을까요?ㅠㅠ
그리고 train 데이터 셋으로 만든 모델에다가 test 데이터 셋을 적용하면 되는걸까요?안녕하세요, 강보민 에이블러님.

1. 캐글로 점수확인하는 법 알려주셨는데 다시 한번 더 알려주실 수 있을까요?ㅠㅠ
--> submit prediction 에 csv 파일을 업로드 하시면 kaggle 점수를 확인할 수 있고, Leaderboard 에서 자신의 점수와 등수를 확인할 수 있습니다.

2. train 데이터 셋으로 만든 모델에다가 test 데이터 셋을 적용하면 되는걸까요?
--> 네. 캐글 data 중 test_dataset을 다운로드 받아서 어제 train dataset으로 만들었던 모델로 예측값을 뽑아내시면 됩니다.

감사합니다.
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"testdataset은 traindataset과 다르게 resultv1이 없는데 제가 target을 설정해서  resultv1을 만드는 것인가요?안녕하세요 김동하 에이블러님:)

testdataset은 결측치를 제거한 이후에 pandas로 불러와서 predict만 해주시면 됩니다"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"안녕하세요 강사님.
train set으로 학습하고 test 셋으로 검증해볼려고 하는데, test셋을  x_val에 어떻게 불러와야 되는지 잘 모르겠어서 문의드립니다ㅠㅠ현재 화면에 띄워져 있는 쥬피터 노트북 내용 참고해 주시면 됩니다. 

"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"Test_dataset의 row(행) 전체에 대한 예측 결과를 넣는 방법에 대해 알 수 있을까요??현재 화면에 띄워져 있는 쥬피터 노트북 내용 참고해 주시면 됩니다. 
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"모델링 한 데이터를 csv파일에 어떻게 옮기는지 잘 모르겠습니다안녕하세요 최창인 에이블러님:)

pandas의 series로  자료형을 바꾸시고 
to_csv함수를 이용해서  csv파일로  추출하면 됩니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"h = data1.loc[x_test.index ]
h['Result_v1']= y_pred
h.head() 
이런코드를 썼는데


""Passing list-likes to .loc or [] with any missing labels is no longer supported. The following labels were missing: Int64Index([2730, 2789, 3082, 3555, 3640,\n            ...\n            2941, 2549, 2880, 2526, 2464],\n 이런에러가 나왔습니다.안녕하세요 황희찬 에이블러님.

해당 에러는 결측값이 있을 때 발생하는 에러입니다.

데이터를 추출하고 추가하는 과정에서 결측값이 발생한 것 같습니다.
결측값 확인과 처리를 해보셔야 할 것 같습니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"테스트 데이터셋에 target값이 없는데 데이터 나누고 학습을 어떻게 하나요?안녕하세요, 김재환 에이블러님.

train dataset 으로 학습을 진행시킨 모델에, test dataset 을 넣고 예측값(target)을 뽑아내시면 됩니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"test 데이터셋은 따로 또 전처리를 해주면되는건가요?안녕하세요. 강보민 에이블러님

test 데이터셋은 행 전체를 유지한채 컬럼 삭제, 결측처리 등 전처리 하시면 됩니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"url_len                    0
url_num_hyphens_dom        0
url_path_len               0
url_domain_len             0
url_hostname_len           0
url_num_dots               0
url_num_underscores        0
url_query_len              0
url_num_query_para         0
url_entropy                0
html_num_tags('iframe')    0
html_num_tags('script')    0
html_num_tags('embed')     0
html_num_tags('object')    0
html_num_tags('div')       0
html_num_tags('head')      0
html_num_tags('body')      0
html_num_tags('form')      0
html_num_tags('a')         0
dtype: int64
이런식으로 나와서 안나옵니다안녕하세요 황희찬 에이블러님

Train_dataset.csv파일로 불러와 진행중이신지 확인하시고 전처리 과정과 실행순서를 확인하신 다음 이상이 없으시다면 이후 처리를 진행하시면 되실 것 같습니다

다른 궁금하신 점이 있으시다면 다시 질문하시면 답변 드리도록 하겠습니다 :)

감사합니다"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"그냥 열 삭제해도 되나요?안녕하세요 임채영 에이블러님:)

전처리를 하시고 학습 때 이용하실 컬럼을 선택하시는 것은 에이블러님의 선택입니다:)"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"전처리한 트레인 데이터를 어떻게 테스트로 예측하는 걸까요,....?
테스트도 전처리 해야하나요...?안녕하세요 공세린 에이블러님:)

train data는 전처리를 하시고 모델을 만드신 후에
test data 또한 train data와 같이 전처리해주시고 predict 해주시면 됩니다"
